6.10,108.926,,,,,,,,,,,
5.30,106.26192,,,,,,,,,,,
5.12,109.78457,,,,,,,,,,,
4.27,106.52319,,,,,,,,,,,
4.26,108.82554,,,,,,,,,,,
3.59,110.91899,,,,,,,,,,,
4.07,108.01391,,,,,,,,,,,
4.50,106.30242,,,,,,,,,,,
4.80,109.74864,,,,,,,,,,,
5.17,126.8,,,,,,,,,,,
9.09,144,,,,,,,,,,,
15.75,170,,,,,,,,,,,
22.50,157,,,,,,,,,,,
