0.0555667,0.581634
0.0507917,0.571358
0.0496417,0.566389
0.0414083,0.56819
0.0413083,0.582309
0.0339417,0.580204
0.038,0.567083
0.042975,0.544261
0.0435833,0.574634
0.0393667,0.615339
0.0322583,0.613711
0.055925,0.99563
0.0513083,0.991273
0.0498667,0.979555
0.0418083,0.954077
0.041525,0.929276
0.0342833,0.916807
0.03815,0.87461
0.0432833,0.853269
0.044175,0.903531
0.0390167,0.952931
0.034625,0.981938
0.0539417,0.57269
0.0493917,0.568675
0.0486,0.587851
0.0413,0.628861
0.0409833,0.649671
0.0341,0.664362
0.0379667,0.635967
0.0430417,0.637804
0.0423417,0.674606
0.0364919,0.773454
0.031171,0.784785
0.0526333,0.346958
0.047975,0.32998
0.047825,0.335669
0.0407083,0.354799
0.0403667,0.367327
0.0335333,0.395084
0.037625,0.395826
0.0421667,0.387113
0.0398417,0.387129
0.032225,0.437775
0.0274333,0.444304
0.0548333,0.478662
0.0504333,0.443685
0.0498083,0.412795
0.0413417,0.43544
0.0411,0.41925
0.0335167,0.381699
0.0378333,0.355554
0.0429255,0.312294
0.0428973,0.295267
0.0373885,0.375976
0.0301291,0.396594
0.061,1.08926
0.0530333,1.06262
0.051225,1.09785
0.042675,1.06523
0.0425583,1.08826
0.03585,1.10919
0.0407,1.08014
0.045,1.06302
0.048025,1.09749
0.0517417,1.268
0.0909167,1.44
0.055125,0.348297
0.0501167,0.30944
0.0501,0.279145
0.041325,0.269106
0.0407667,0.253834
0.0332917,0.235559
0.03765,0.203198
0.0430583,0.197938
0.0452583,0.277192
0.05225,0.459527
0.0573917,0.546455
0.0557583,1.0594
0.0518917,1.05384
0.0503583,1.02228
0.0424833,0.993145
0.0425833,1.03811
0.0355583,1.05829
0.040475,1.06513
0.0448732,1.03467
0.0468115,1.06091
0.0431333,1.15804
0.0403583,1.17494
0.0540417,0.538
0.049575,0.507
0.0488917,0.505
0.041225,0.52
0.0409417,0.526
0.0337417,0.527
0.0378083,0.487
0.0428667,0.455
0.042275,0.582
0.0368667,0.622
0.0299167,0.674
0.05595,0.541225
0.051575,0.560291
0.0500667,0.586815
0.0417833,0.601644
0.0414333,0.629573
0.034375,0.682372
0.03915,0.698359
0.0442417,0.691829
0.045225,0.711766
0.0421083,0.811431
0.0539583,0.860842
0.0552583,0.484401
0.0511667,0.450906
0.0495917,0.427809
0.0412417,0.394844
0.0410333,0.379475
0.033875,0.351194
0.03785,0.317446
0.043075,0.291782
0.0436667,0.329283
0.0397917,0.452268
0.0425083,0.484171
